concat,invoice_number,sku,order_number,bol,shortage,damage,return,overage,net_shortage,customer_sign,carrier_sign,subject_to_count,pod_found
9100597728305211,9100597728,305211,36053,Multiple,0,0,0,0,0,No,NO,No,Yes
9111989897309628,9111989897,309628,8144745019,6026600797,0,0,0,0,0,Yes,Yes,No,Yes
9111831712320882,9111831712,320882,8165987326,6028318862,0,0,0,0,0,No,No,No,Yes
9111831712320883,9111831712,320883,8165987326,6028318862,0,0,0,0,0,No,No,No,Yes
9112119747309575,9112119747,309575,33232255,6028868055,0,0,0,0,0,Yes,Yes,No,Yes
9112119747382523,9112119747,382523,33232255,6028868055,0,0,0,0,0,Yes,Yes,No,Yes
9111279253306546,9111279253,306546,8110788422,6027209862,0,0,0,0,0,Yes,Yes,No,Yes
9111069238320550,9111069238,320550,28338548,6026819672,0,0,0,0,0,No,Yes,No,Yes
9111424438328466,9111424438,328466,121014912,6027339753,0,0,0,0,0,Yes,Yes,No,Yes
9111424438328203,9111424438,328203,121014912,6027339753,0,0,0,0,0,Yes,Yes,No,Yes
9111374559329515,9111374559,329515,141009406,6025918282,0,0,0,0,0,Yes,Yes,No,Yes
9111374559320122,9111374559,320122,141009406,6025918282,0,0,0,0,0,Yes,Yes,No,Yes
9111555340329515,9111555340,329515,161018032,6027764084,0,0,0,0,0,Yes,Yes,No,Yes
9111594947320550,9111594947,320550,281016000,6027795619,0,0,0,0,0,No,Yes,No,Yes
9111135793MV0528,9111135793,MV0528,220125812,6026978226,0,0,0,0,0,Yes,Yes,No,Yes
9111035646320749,9111035646,320749,28337641,6026777122,0,0,0,0,0,Yes,Yes,No,Yes
9111035646320550,9111035646,320550,28337641,6026777122,0,0,0,0,0,Yes,Yes,No,Yes
9111106570MV0528 ,9111106570,MV0528 ,220125249,6026929422,0,0,0,0,0,No,No,No,Yes
9110703805329515,9110703805,329515,10827561,6026114423,0,0,0,0,0,Yes,Yes,No,Yes
9110655761306546,9110655761,306546,41702896,6026053803,0,0,0,0,0,Yes,Yes,No,Yes
9111116862306547,9111116862,306547,37373166,6026870191,0,0,0,0,0,Yes,Yes,No,Yes
9110940504305487,9110940504,305487,27381886,6026564664,0,0,0,0,0,Yes,Yes,No,Yes
9111401125320550,9111401125,320550,291012609,6027517898,0,0,0,0,0,Yes,Yes,No,Yes
9111401125320119,9111401125,320119,291012609,6027517898,0,0,0,0,0,Yes,Yes,No,Yes
