PO,Vendor,Ship to location,ASIN,External ID,Model Number,Title,Availability,Window Type,Window Start,Window End,Expected Date,Case Size,Quantity Requested,Accepted Quantity,Quantity received,Quantity Outstanding,Case Cost,Total Cost,External Id Type,Backordered
2TI1I45V,9S5OU,"HIL4 - WILMINGTON, IL",B088982B3D,6.57623E+11,6.57623E+11,"Honest Kids Berry Good Lemonade, 6 Fl Oz Pouches, 8 Pack",Accepted: EDI Only,Delivery window (Prepaid),1/30/2023,2/7/2023,2/3/2023,5,84,84,0,0,13.7,1150.8,,
2TI1I45V,9S5OU,"HIL4 - WILMINGTON, IL",B087Y446NH,6.57623E+11,6.57623E+11,"Honest Kids, Strawberry Peachy Keen, 48 Fl Oz",Accepted: EDI Only,Delivery window (Prepaid),1/30/2023,2/7/2023,2/3/2023,5,75,75,75,0,13.7,1027.5,,
2TI1I45V,9S5OU,"HIL4 - WILMINGTON, IL",B00FBNTL2E,6.57623E+11,6.57623E+11,"Honest Kids, Organic Juice Drink, Appley Ever After, 6.75 Fl Oz, 8 Pack",Accepted: EDI Only,Delivery window (Prepaid),1/30/2023,2/7/2023,2/3/2023,4,47,47,47,0,12.96,609.12,,
2TI1I45V,9S5OU,"HIL4 - WILMINGTON, IL",B0032JLHK8,6.57622E+11,6.57622E+11,"Honest Kids, Goodness Grapeness Grape Fruit Juice, 6.75 Fl Oz (pack of 8)",Accepted: EDI Only,Delivery window (Prepaid),1/30/2023,2/7/2023,2/3/2023,4,43,43,43,0,12.96,557.28,,
2TI1I45V,9S5OU,"HIL4 - WILMINGTON, IL",B002QI8J3O,6.57622E+11,6.57622E+11,"Honest Kids Organic Berry Good Lemonade, 6.75 Fl Oz, 8 Pack",Accepted: EDI Only,Delivery window (Prepaid),1/30/2023,2/7/2023,2/3/2023,4,60,60,60,0,12.96,777.6,,
2KB6CLJB,HONBV,"TEB3 - Logan Township, NJ",B08GGWTZZR,6.57622E+11,6.57622E+11,"Honest Tea Mango White Tea, Mango White Tea, 59 Fl Oz (Pack of 8)",Accepted: EDI Only,Delivery window (Prepaid),1/30/2023,2/2/2023,2/7/2023,1,48,48,48,0,21,1008,,
2KB6CLJB,HONBV,"TEB3 - Logan Township, NJ",B08G9ZYDB4,6.57623E+11,6.57623E+11,"Honest Tea Just Green Tea, 59 Fl Oz Bottles (Pack of 8)",Accepted: EDI Only,Delivery window (Prepaid),1/30/2023,2/2/2023,3/11/2023,1,18,18,18,0,21,378,,
2KB6CLJB,HONBV,"TEB3 - Logan Township, NJ",B01BLAW4UG,6.57622E+11,6.57622E+11,"Honest Kids Super Fruit Punch, 59 Ounce (Pack of 8) (Packaging May Vary)",Cancelled: Out of stock,Delivery window (Prepaid),1/30/2023,2/2/2023,,1,13,0,41,0,24.62,0,,
2KB6CLJB,HONBV,"TEB3 - Logan Township, NJ",B01BLAW4O2,6.57622E+11,6.57622E+11,"Honest Kids Goodness Grapeness, 59 Ounce (Pack of 8)",Cancelled: Out of stock,Delivery window (Prepaid),1/30/2023,2/2/2023,,1,44,0,0,0,24.62,0,,
2BTD2PGK,HONBV,"FOE1 - KANSAS CITY, KS",B08GGWTZZR,6.57622E+11,6.57622E+11,"Honest Tea Mango White Tea, Mango White Tea, 59 Fl Oz (Pack of 8)",Accepted: EDI Only,Delivery window (Prepaid),1/30/2023,2/6/2023,2/28/2023,1,17,17,17,0,21,357,,
2BTD2PGK,HONBV,"FOE1 - KANSAS CITY, KS",B08GB3NL93,6.57623E+11,6.57623E+11,"Honest Tea Lori's Lemon Tea, 59 Fl Oz Bottles (Pack Of 8), Lori's Lemon Tea, 59 Fl Oz (Pack of 8)",Accepted: EDI Only,Delivery window (Prepaid),1/30/2023,2/6/2023,2/5/2023,1,18,18,18,0,21,378,,
2BTD2PGK,HONBV,"FOE1 - KANSAS CITY, KS",B08G9ZYDB4,6.57623E+11,6.57623E+11,"Honest Tea Just Green Tea, 59 Fl Oz Bottles (Pack of 8)",Accepted: EDI Only,Delivery window (Prepaid),1/30/2023,2/6/2023,3/4/2023,1,31,31,28,0,21,651,,
2BTD2PGK,HONBV,"FOE1 - KANSAS CITY, KS",B01BLAW4UG,6.57622E+11,6.57622E+11,"Honest Kids Super Fruit Punch, 59 Ounce (Pack of 8) (Packaging May Vary)",,Delivery window (Prepaid),1/30/2023,2/6/2023,1/30/2023,1,25,0,25,0,24.62,0,,
2BTD2PGK,HONBV,"FOE1 - KANSAS CITY, KS",B01BLAW4O2,6.57622E+11,6.57622E+11,"Honest Kids Goodness Grapeness, 59 Ounce (Pack of 8)",,Delivery window (Prepaid),1/30/2023,2/6/2023,1/30/2023,1,14,0,14,0,24.62,0,,
2BTD2PGK,HONBV,"FOE1 - KANSAS CITY, KS",B00YEOENEC,6.57622E+11,6.57622E+11,"Honest Tea Half Tea and Half Lemonade, 59 Fl Oz (Pack of 8)",Accepted: EDI Only,Delivery window (Prepaid),1/30/2023,2/6/2023,2/26/2023,1,3,3,1,0,21,63,,
1NRC48HT,HONBV,"IND5 - Plainfield, IN",B08GGWTZZR,6.57622E+11,6.57622E+11,"Honest Tea Mango White Tea, Mango White Tea, 59 Fl Oz (Pack of 8)",Accepted: EDI Only,Delivery window (Prepaid),1/30/2023,2/3/2023,2/2/2023,1,57,57,57,0,21,1197,,
1NRC48HT,HONBV,"IND5 - Plainfield, IN",B08GB3NL93,6.57623E+11,6.57623E+11,"Honest Tea Lori's Lemon Tea, 59 Fl Oz Bottles (Pack Of 8), Lori's Lemon Tea, 59 Fl Oz (Pack of 8)",Accepted: EDI Only,Delivery window (Prepaid),1/30/2023,2/3/2023,2/2/2023,1,74,74,74,0,21,1554,,
1NRC48HT,HONBV,"IND5 - Plainfield, IN",B08G9ZYDB4,6.57623E+11,6.57623E+11,"Honest Tea Just Green Tea, 59 Fl Oz Bottles (Pack of 8)",Accepted: EDI Only,Delivery window (Prepaid),1/30/2023,2/3/2023,2/16/2023,1,25,25,25,0,21,525,,
1NRC48HT,HONBV,"IND5 - Plainfield, IN",B01BLAW4O2,6.57622E+11,6.57622E+11,"Honest Kids Goodness Grapeness, 59 Ounce (Pack of 8)",,Delivery window (Prepaid),1/30/2023,2/3/2023,1/30/2023,1,3,0,3,0,24.62,0,,
1NRC48HT,HONBV,"IND5 - Plainfield, IN",B00YEOENEC,6.57622E+11,6.57622E+11,"Honest Tea Half Tea and Half Lemonade, 59 Fl Oz (Pack of 8)",Accepted: EDI Only,Delivery window (Prepaid),1/30/2023,2/3/2023,2/14/2023,1,178,178,179,0,21,3738,,
1L5KRGFY,HONBV,"MCE1 - TURLOCK, CA",B08GB3NL93,6.57623E+11,6.57623E+11,"Honest Tea Lori's Lemon Tea, 59 Fl Oz Bottles (Pack Of 8), Lori's Lemon Tea, 59 Fl Oz (Pack of 8)",Accepted: EDI Only,Delivery window (Prepaid),1/30/2023,2/6/2023,2/6/2023,1,109,109,0,0,21,2289,,
11X5YJ5M,9S5OU,"HIL4 - WILMINGTON, IL",B087Y446NH,6.57623E+11,6.57623E+11,"Honest Kids, Strawberry Peachy Keen, 48 Fl Oz",Accepted: EDI Only,Delivery window (Prepaid),2/6/2023,2/14/2023,2/9/2023,5,15,15,15,0,13.7,205.5,,
11X5YJ5M,9S5OU,"HIL4 - WILMINGTON, IL",B07YSJT8TQ,6.57622E+11,6.57622E+11,"Honest Kids Organic Appley Ever After, 6 Fl Oz, 8 Pack",Accepted: EDI Only,Delivery window (Prepaid),2/6/2023,2/14/2023,2/9/2023,5,30,30,30,0,13.7,411,,
11X5YJ5M,9S5OU,"HIL4 - WILMINGTON, IL",B00FBNTL2E,6.57623E+11,6.57623E+11,"Honest Kids, Organic Juice Drink, Appley Ever After, 6.75 Fl Oz, 8 Pack",Accepted: EDI Only,Delivery window (Prepaid),2/6/2023,2/14/2023,2/9/2023,4,20,20,20,0,12.96,259.2,,
11X5YJ5M,9S5OU,"HIL4 - WILMINGTON, IL",B0032JLHK8,6.57622E+11,6.57622E+11,"Honest Kids, Goodness Grapeness Grape Fruit Juice, 6.75 Fl Oz (pack of 8)",Accepted: EDI Only,Delivery window (Prepaid),2/6/2023,2/14/2023,2/9/2023,4,10,10,10,0,12.96,129.6,,
11X5YJ5M,9S5OU,"HIL4 - WILMINGTON, IL",B002QI8J3O,6.57622E+11,6.57622E+11,"Honest Kids Organic Berry Good Lemonade, 6.75 Fl Oz, 8 Pack",Accepted: EDI Only,Delivery window (Prepaid),2/6/2023,2/14/2023,2/9/2023,4,12,12,12,0,12.96,155.52,,
7U5WPNDG,HONBV,"FAT2 - VISALIA, CA",B08GGWTZZR,6.57622E+11,6.57622E+11,"Honest Tea Mango White Tea, Mango White Tea, 59 Fl Oz (Pack of 8)",Accepted: EDI Only,Delivery window (Prepaid),1/23/2023,1/26/2023,1/28/2023,1,24,24,24,0,21,504,,
7U5WPNDG,HONBV,"FAT2 - VISALIA, CA",B08GB3NL93,6.57623E+11,6.57623E+11,"Honest Tea Lori's Lemon Tea, 59 Fl Oz Bottles (Pack Of 8), Lori's Lemon Tea, 59 Fl Oz (Pack of 8)",Accepted: EDI Only,Delivery window (Prepaid),1/23/2023,1/26/2023,1/28/2023,1,29,29,30,0,21,609,,
7U5WPNDG,HONBV,"FAT2 - VISALIA, CA",B08G9ZYDB4,6.57623E+11,6.57623E+11,"Honest Tea Just Green Tea, 59 Fl Oz Bottles (Pack of 8)",Accepted: EDI Only,Delivery window (Prepaid),1/23/2023,1/26/2023,2/14/2023,1,68,68,70,0,21,1428,,
7U5WPNDG,HONBV,"FAT2 - VISALIA, CA",B01BLAW4O2,6.57622E+11,6.57622E+11,"Honest Kids Goodness Grapeness, 59 Ounce (Pack of 8)",Cancelled: Out of stock,Delivery window (Prepaid),1/23/2023,1/26/2023,,1,14,0,0,0,24.62,0,,
7U5WPNDG,HONBV,"FAT2 - VISALIA, CA",B00YEOENEC,6.57622E+11,6.57622E+11,"Honest Tea Half Tea and Half Lemonade, 59 Fl Oz (Pack of 8)",Accepted: EDI Only,Delivery window (Prepaid),1/23/2023,1/26/2023,2/10/2023,1,79,79,39,0,21,1659,,
7PTU8UQW,COKEA,"ONT8 - Moreno Valley, CA",B07P97JG6V,7.86162E+11,7.86162E+11,"vitaminwater zero sugar xxx, electrolyte enhanced water w/ vitamins, açai-blueberry-pomegranate drinks, 20 fl oz, 12 Pack",Cancelled: Out of stock,Delivery window (Prepaid),1/23/2023,2/13/2023,,1,25,0,1,0,13.82,0,,
7PTU8UQW,COKEA,"ONT8 - Moreno Valley, CA",B07P83L3VM,7.86162E+11,7.86162E+11,"vitaminwater refresh electrolyte enhanced water w/ vitamins, tropical mango drinks, 20 fl oz, 12 Pack",Accepted: EDI Only,Delivery window (Prepaid),1/23/2023,2/13/2023,2/9/2023,1,2485,2376,2376,0,13.82,32836.32,,
7LDCAYTM,HONBV,"ALB1 - Castleton, NY",B08GGWTZZR,6.57622E+11,6.57622E+11,"Honest Tea Mango White Tea, Mango White Tea, 59 Fl Oz (Pack of 8)",Accepted: EDI Only,Delivery window (Prepaid),1/23/2023,1/26/2023,2/5/2023,1,44,44,47,0,21,924,,
7LDCAYTM,HONBV,"ALB1 - Castleton, NY",B08GB3NL93,6.57623E+11,6.57623E+11,"Honest Tea Lori's Lemon Tea, 59 Fl Oz Bottles (Pack Of 8), Lori's Lemon Tea, 59 Fl Oz (Pack of 8)",Accepted: EDI Only,Delivery window (Prepaid),1/23/2023,1/26/2023,2/10/2023,1,67,67,22,0,21,1407,,
7LDCAYTM,HONBV,"ALB1 - Castleton, NY",B08G9ZYDB4,6.57623E+11,6.57623E+11,"Honest Tea Just Green Tea, 59 Fl Oz Bottles (Pack of 8)",Accepted: EDI Only,Delivery window (Prepaid),1/23/2023,1/26/2023,2/15/2023,1,56,56,56,0,21,1176,,
7LDCAYTM,HONBV,"ALB1 - Castleton, NY",B01BLAW4UG,6.57622E+11,6.57622E+11,"Honest Kids Super Fruit Punch, 59 Ounce (Pack of 8) (Packaging May Vary)",,Delivery window (Prepaid),1/23/2023,1/26/2023,1/23/2023,1,52,0,3,0,24.62,0,,
7LDCAYTM,HONBV,"ALB1 - Castleton, NY",B01BLAW4O2,6.57622E+11,6.57622E+11,"Honest Kids Goodness Grapeness, 59 Ounce (Pack of 8)",,Delivery window (Prepaid),1/23/2023,1/26/2023,1/23/2023,1,47,0,0,0,24.62,0,,
7LDCAYTM,HONBV,"ALB1 - Castleton, NY",B00YEOENEC,6.57622E+11,6.57622E+11,"Honest Tea Half Tea and Half Lemonade, 59 Fl Oz (Pack of 8)",Accepted: EDI Only,Delivery window (Prepaid),1/23/2023,1/26/2023,2/13/2023,1,81,81,36,0,21,1701,,
6BCGU3FL,9S5OU,"HSE1 - HAGERSTOWN, MD",B087Y446NH,6.57623E+11,6.57623E+11,"Honest Kids, Strawberry Peachy Keen, 48 Fl Oz",Accepted: EDI Only,Delivery window (Prepaid),2/1/2023,2/3/2023,2/2/2023,5,150,150,150,0,13.7,2055,,
6BCGU3FL,9S5OU,"HSE1 - HAGERSTOWN, MD",B07YSJT8TQ,6.57622E+11,6.57622E+11,"Honest Kids Organic Appley Ever After, 6 Fl Oz, 8 Pack",Accepted: EDI Only,Delivery window (Prepaid),2/1/2023,2/3/2023,2/2/2023,5,260,260,260,0,13.7,3562,,
6BCGU3FL,9S5OU,"HSE1 - HAGERSTOWN, MD",B00FBNTL2E,6.57623E+11,6.57623E+11,"Honest Kids, Organic Juice Drink, Appley Ever After, 6.75 Fl Oz, 8 Pack",Accepted: EDI Only,Delivery window (Prepaid),2/1/2023,2/3/2023,2/2/2023,4,75,75,0,0,13.08,981,,
6BCGU3FL,9S5OU,"HSE1 - HAGERSTOWN, MD",B00EVSYBMA,6.57622E+11,6.57622E+11,"Honest Kids, Organic Super Fruit Punch, 6.75 Fl Oz Pouches, 8 Pack",Accepted: EDI Only,Delivery window (Prepaid),2/1/2023,2/3/2023,2/2/2023,4,93,93,101,0,12.96,1205.28,,
6BCGU3FL,9S5OU,"HSE1 - HAGERSTOWN, MD",B0032JLHK8,6.57622E+11,6.57622E+11,"Honest Kids, Goodness Grapeness Grape Fruit Juice, 6.75 Fl Oz (pack of 8)",Accepted: EDI Only,Delivery window (Prepaid),2/1/2023,2/3/2023,2/2/2023,4,31,31,31,0,13.08,405.48,,
6BCGU3FL,9S5OU,"HSE1 - HAGERSTOWN, MD",B002QI8J3O,6.57622E+11,6.57622E+11,"Honest Kids Organic Berry Good Lemonade, 6.75 Fl Oz, 8 Pack",Accepted: EDI Only,Delivery window (Prepaid),2/1/2023,2/3/2023,2/2/2023,4,364,364,364,0,13.08,4761.12,,
5XZPL9IR,XN1MA,"MDW2 - Joliet, IL",B0855NBDH3,8.1162E+11,13049,"Core Power Fairlife Elite 42g High Protein Milk Shake, Ready To Drink for Workout Recovery, Strawberry, 14 Fl Oz (Pack of 12)",Accepted: EDI Only,Ship window (Collect),1/24/2023,1/27/2023,2/19/2023,1,1134,1134,514,0,37.27,42264.18,,
5XZPL9IR,XN1MA,"MDW2 - Joliet, IL",B07LD7B766,8.1162E+11,8.1162E+11,"Core Power Fairlife 26g Protein Milk Shakes, Ready To Drink for Workout Recovery, Strawberry Banana, 14 Fl Oz (Pack of 12)",Accepted: EDI Only,Ship window (Collect),1/24/2023,1/27/2023,2/13/2023,1,504,504,506,0,30.69,15467.76,,
5XZPL9IR,XN1MA,"MDW2 - Joliet, IL",B01DDIRE2W,8.1162E+11,8.1162E+11,"Fairlife Core Power Elite 42g High Protein Milk Shake, Ready To Drink for Workout Recovery, Vanilla, 14 Fl Oz (Pack of 12)",Accepted: EDI Only,Ship window (Collect),1/24/2023,1/27/2023,2/8/2023,1,6048,6048,6040,0,37.27,225408.96,,
5XZPL9IR,XN1MA,"MDW2 - Joliet, IL",B01DDIRDZA,8.1162E+11,11103,"Core Power Fairlife Elite 42g High Protein Milk Shakes, Ready to Drink for Workout Recovery, Chocolate, 14 Fl Oz (Pack of 12)",Accepted: EDI Only,Ship window (Collect),1/24/2023,1/27/2023,2/8/2023,1,17388,17388,17250,0,37.27,648050.76,,
5FYC61OA,XN1MA,"MQJ1 - GREENFIELD, IN",B0855NBDH3,8.1162E+11,13049,"Core Power Fairlife Elite 42g High Protein Milk Shake, Ready To Drink for Workout Recovery, Strawberry, 14 Fl Oz (Pack of 12)",Accepted: EDI Only,Ship window (Collect),1/24/2023,1/27/2023,2/20/2023,1,1260,1260,1263,0,37.27,46960.2,,
5FYC61OA,XN1MA,"MQJ1 - GREENFIELD, IN",B07LD7B766,8.1162E+11,8.1162E+11,"Core Power Fairlife 26g Protein Milk Shakes, Ready To Drink for Workout Recovery, Strawberry Banana, 14 Fl Oz (Pack of 12)",Accepted: EDI Only,Ship window (Collect),1/24/2023,1/27/2023,2/11/2023,1,1008,1008,1003,0,30.69,30935.52,,
5FYC61OA,XN1MA,"MQJ1 - GREENFIELD, IN",B07LCZC2C2,8.1162E+11,12873,"Fairlife Core Power 26g Protein Milk Shakes, Ready To Drink for Workout Recovery, Vanilla, 14 Fl Oz (Pack of 12)",Accepted: EDI Only,Ship window (Collect),1/24/2023,1/27/2023,2/11/2023,1,1764,1764,1750,0,30.69,54137.16,,
5FYC61OA,XN1MA,"MQJ1 - GREENFIELD, IN",B01DDIRE2W,8.1162E+11,8.1162E+11,"Fairlife Core Power Elite 42g High Protein Milk Shake, Ready To Drink for Workout Recovery, Vanilla, 14 Fl Oz (Pack of 12)",Accepted: EDI Only,Ship window (Collect),1/24/2023,1/27/2023,2/11/2023,1,3024,3024,3024,0,37.27,112704.48,,
5FYC61OA,XN1MA,"MQJ1 - GREENFIELD, IN",B01DDIRDZA,8.1162E+11,11103,"Core Power Fairlife Elite 42g High Protein Milk Shakes, Ready to Drink for Workout Recovery, Chocolate, 14 Fl Oz (Pack of 12)",Accepted: EDI Only,Ship window (Collect),1/24/2023,1/27/2023,2/17/2023,1,630,630,634,0,37.27,23480.1,,
5B9O1L1C,COKEA,"ONT8 - Moreno Valley, CA",B07P97JG6V,7.86162E+11,7.86162E+11,"vitaminwater zero sugar xxx, electrolyte enhanced water w/ vitamins, açai-blueberry-pomegranate drinks, 20 fl oz, 12 Pack",Accepted: EDI Only,Delivery window (Prepaid),1/23/2023,2/13/2023,2/3/2023,1,25,25,24,0,13.82,345.5,,
5B9O1L1C,COKEA,"ONT8 - Moreno Valley, CA",B07P83L3VM,7.86162E+11,7.86162E+11,"vitaminwater refresh electrolyte enhanced water w/ vitamins, tropical mango drinks, 20 fl oz, 12 Pack",Accepted: EDI Only,Delivery window (Prepaid),1/23/2023,2/13/2023,2/3/2023,1,1190,1190,2271,0,13.82,16445.8,,
5B9O1L1C,COKEA,"ONT8 - Moreno Valley, CA",B07P61BB23,7.86162E+11,7.86162E+11,"vitaminwater focus electrolyte enhanced water w/ vitamins, kiwi-strawberry drinks, 20 fl oz, 12 Pack",Accepted: EDI Only,Delivery window (Prepaid),1/23/2023,2/13/2023,2/3/2023,1,1295,1295,492,0,13.82,17896.9,,
4S5BARRG,HONBV,"LGB8 - Rialto, CA",B08HKGRVLP,6.57622E+11,6.57622E+11,"Honest Kids Super Fruit Punch, Organic Juice Drink, 6 Fl oz Juice Boxes, 6 Fl Oz (Pack of 40)",Accepted: EDI Only,Delivery window (Prepaid),1/23/2023,1/26/2023,2/27/2023,1,115,115,116,0,14.5,1667.5,,
4S5BARRG,HONBV,"LGB8 - Rialto, CA",B08HKG49HK,6.57622E+11,6.57622E+11,"Honest Kids Appley Ever After, Organic Juice Drink, 6 Fl oz Juice Boxes, Pack Of 40, Apple, 6 Fl Oz (Pack of 40)",Accepted: EDI Only,Delivery window (Prepaid),1/23/2023,1/26/2023,2/22/2023,1,643,643,643,0,14.5,9323.5,,
4S5BARRG,HONBV,"LGB8 - Rialto, CA",B087NH21WJ,6.57623E+11,6.57623E+11,"Honest tea Organic Fair Trade Just Black Tea, 16.9 Fl Oz (Pack of 12)",Discontinued: Obsolete,Delivery window (Prepaid),1/23/2023,1/26/2023,,1,356,0,0,0,14.55,0,,
4S5BARRG,HONBV,"LGB8 - Rialto, CA",B087NGN7F4,6.57623E+11,6.57623E+11,"Honest Tea Organic Fair Trade Tea Peach Oolong, 16.9 Fl Oz (Pack of 12)",Discontinued: Obsolete,Delivery window (Prepaid),1/23/2023,1/26/2023,,1,226,0,0,0,14.55,0,,
4S5BARRG,HONBV,"LGB8 - Rialto, CA",B003GAJPJI,6.57623E+11,6.57623E+11,"Honest Kids Appley Ever After, Apple Organic Fruit Juice Drink, 6.75 Fl Oz (32 Pack)",Accepted: EDI Only,Delivery window (Prepaid),1/23/2023,1/26/2023,2/19/2023,1,126,126,126,0,13.08,1648.08,,
4S5BARRG,HONBV,"LGB8 - Rialto, CA",B003GADBYS,6.57622E+11,6.57622E+11,"Honest Tea Organic Fair Trade Honey Green Gluten Free, 16.9 Fl. Oz, 12 Pack",Discontinued: Obsolete,Delivery window (Prepaid),1/23/2023,1/26/2023,,1,1314,0,0,0,14.55,0,,
4S5BARRG,HONBV,"LGB8 - Rialto, CA",B003GADB02,6.57622E+11,6.57622E+11,"Honest Kids Organic Juice Drink, Berry Berry Good Lemonade, 6.75 Fl Oz Pouches (Pack of 32)",Accepted: EDI Only,Delivery window (Prepaid),1/23/2023,1/26/2023,2/24/2023,1,36,36,26,10,13.08,470.88,,
4KC83WHY,XN1MA,"IND9 - GREENWOOD, IN",B07LD2NV9X,8.1162E+11,8.1162E+11,"Core Power Fairlife 26g Protein Milk Shakes, Ready To Drink for Workout Recovery, Chocolate, 14 Fl Oz (Pack of 12)",Accepted: EDI Only,Ship window (Collect),1/24/2023,2/6/2023,2/28/2023,1,64638,64638,64687,0,30.69,1983740.22,,
3Y2JQPUH,HONBV,"TPA2 - Lakeland, FL",B08GGWTZZR,6.57622E+11,6.57622E+11,"Honest Tea Mango White Tea, Mango White Tea, 59 Fl Oz (Pack of 8)",Accepted: EDI Only,Delivery window (Prepaid),1/23/2023,1/30/2023,2/17/2023,1,31,31,31,0,21,651,,
3Y2JQPUH,HONBV,"TPA2 - Lakeland, FL",B08GB3NL93,6.57623E+11,6.57623E+11,"Honest Tea Lori's Lemon Tea, 59 Fl Oz Bottles (Pack Of 8), Lori's Lemon Tea, 59 Fl Oz (Pack of 8)",Accepted: EDI Only,Delivery window (Prepaid),1/23/2023,1/30/2023,2/16/2023,1,11,11,11,0,21,231,,
3Y2JQPUH,HONBV,"TPA2 - Lakeland, FL",B08G9ZYDB4,6.57623E+11,6.57623E+11,"Honest Tea Just Green Tea, 59 Fl Oz Bottles (Pack of 8)",Accepted: EDI Only,Delivery window (Prepaid),1/23/2023,1/30/2023,2/19/2023,1,60,60,0,0,21,1260,,
3Y2JQPUH,HONBV,"TPA2 - Lakeland, FL",B01BLAW4UG,6.57622E+11,6.57622E+11,"Honest Kids Super Fruit Punch, 59 Ounce (Pack of 8) (Packaging May Vary)",,Delivery window (Prepaid),1/23/2023,1/30/2023,1/23/2023,1,6,0,0,0,24.62,0,,
3Y2JQPUH,HONBV,"TPA2 - Lakeland, FL",B01BLAW4O2,6.57622E+11,6.57622E+11,"Honest Kids Goodness Grapeness, 59 Ounce (Pack of 8)",,Delivery window (Prepaid),1/23/2023,1/30/2023,1/23/2023,1,1,0,0,0,24.62,0,,
3Y2JQPUH,HONBV,"TPA2 - Lakeland, FL",B00YEOENEC,6.57622E+11,6.57622E+11,"Honest Tea Half Tea and Half Lemonade, 59 Fl Oz (Pack of 8)",Accepted: EDI Only,Delivery window (Prepaid),1/23/2023,1/30/2023,2/18/2023,1,26,26,9,0,21,546,,
3W2GGWTP,COKEA,"ONT8 - Moreno Valley, CA",B07P97JLR4,7.86162E+11,7.86162E+11,"vitaminwater xxx, electrolyte enhanced water w/ vitamins, açai-blueberry-pomegranate drinks, 20 fl oz, 12 Pack",Accepted: EDI Only,Delivery window (Prepaid),1/23/2023,2/13/2023,2/7/2023,1,342,342,351,0,13.82,4726.44,,
3W2GGWTP,COKEA,"ONT8 - Moreno Valley, CA",B07P97JKKN,7.86162E+11,7.86162E+11,"vitaminwater zero sugar ice, electrolyte enhanced water with vitamins, blueberry lavender drinks, 20 fl oz, 12 Pack",Cancelled: Out of stock,Delivery window (Prepaid),1/23/2023,2/13/2023,,1,461,0,0,0,13.82,0,,
3W2GGWTP,COKEA,"ONT8 - Moreno Valley, CA",B07P97JG6V,7.86162E+11,7.86162E+11,"vitaminwater zero sugar xxx, electrolyte enhanced water w/ vitamins, açai-blueberry-pomegranate drinks, 20 fl oz, 12 Pack",Accepted: EDI Only,Delivery window (Prepaid),1/23/2023,2/13/2023,2/7/2023,1,129,129,39,0,13.82,1782.78,,
3W2GGWTP,COKEA,"ONT8 - Moreno Valley, CA",B07P97J837,7.86162E+11,7.86162E+11,"vitaminwater energy electrolyte enhanced water w/ vitamins, tropical citrus drinks, 20 fl oz, 12 Pack",Accepted: EDI Only,Delivery window (Prepaid),1/23/2023,2/13/2023,2/7/2023,1,563,563,562,0,13.82,7780.66,,
3W2GGWTP,COKEA,"ONT8 - Moreno Valley, CA",B07P61BB23,7.86162E+11,7.86162E+11,"vitaminwater focus electrolyte enhanced water w/ vitamins, kiwi-strawberry drinks, 20 fl oz, 12 Pack",Accepted: EDI Only,Delivery window (Prepaid),1/23/2023,2/13/2023,2/7/2023,1,2245,1476,1266,0,13.82,20398.32,,
3S7HSLTL,HONBV,"TEB4 - PENNS GROVE, NJ",B08GGWTZZR,6.57622E+11,6.57622E+11,"Honest Tea Mango White Tea, Mango White Tea, 59 Fl Oz (Pack of 8)",Accepted: EDI Only,Delivery window (Prepaid),1/23/2023,2/1/2023,1/31/2023,1,47,47,47,0,21,987,,
3S7HSLTL,HONBV,"TEB4 - PENNS GROVE, NJ",B08GB3NL93,6.57623E+11,6.57623E+11,"Honest Tea Lori's Lemon Tea, 59 Fl Oz Bottles (Pack Of 8), Lori's Lemon Tea, 59 Fl Oz (Pack of 8)",Accepted: EDI Only,Delivery window (Prepaid),1/23/2023,2/1/2023,1/31/2023,1,55,55,56,0,21,1155,,
3S7HSLTL,HONBV,"TEB4 - PENNS GROVE, NJ",B08G9ZYDB4,6.57623E+11,6.57623E+11,"Honest Tea Just Green Tea, 59 Fl Oz Bottles (Pack of 8)",Accepted: EDI Only,Delivery window (Prepaid),1/23/2023,2/1/2023,2/22/2023,1,11,11,3,0,21,231,,
3S7HSLTL,HONBV,"TEB4 - PENNS GROVE, NJ",B01BLAW4UG,6.57622E+11,6.57622E+11,"Honest Kids Super Fruit Punch, 59 Ounce (Pack of 8) (Packaging May Vary)",,Delivery window (Prepaid),1/23/2023,2/1/2023,1/23/2023,1,31,0,31,0,24.62,0,,
3S7HSLTL,HONBV,"TEB4 - PENNS GROVE, NJ",B01BLAW4O2,6.57622E+11,6.57622E+11,"Honest Kids Goodness Grapeness, 59 Ounce (Pack of 8)",,Delivery window (Prepaid),1/23/2023,2/1/2023,1/23/2023,1,10,0,10,0,24.62,0,,
3S7HSLTL,HONBV,"TEB4 - PENNS GROVE, NJ",B00YEOENEC,6.57622E+11,6.57622E+11,"Honest Tea Half Tea and Half Lemonade, 59 Fl Oz (Pack of 8)",Accepted: EDI Only,Delivery window (Prepaid),1/23/2023,2/1/2023,2/22/2023,1,11,11,0,0,21,231,,
3K1GNI7X,HONBV,"MCO2 - Deltona, FL",B08GGWTZZR,6.57622E+11,6.57622E+11,"Honest Tea Mango White Tea, Mango White Tea, 59 Fl Oz (Pack of 8)",Accepted: EDI Only,Delivery window (Prepaid),1/23/2023,2/1/2023,2/13/2023,1,32,32,32,0,21,672,,
